"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3965683";"";"None";"286.31";"0";"2.84";"BDBM185535";"COc1cccc(F)c1-c1c[nH]c2ncnc(N(C)C)c12";"IC50";"'='";"40.0";"nM";"7.40";"";"334503";"UO_0000065";"25.84";"0.48";"4.56";"13.69";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3935730";"";"None";"387.40";"0";"2.77";"BDBM185459";"Cc1nc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)no1";"IC50";"'='";"8.0";"nM";"8.10";"";"334507";"UO_0000065";"20.90";"0.38";"5.33";"6.94";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3901817";"";"None";"349.39";"0";"2.35";"BDBM185385";"COCC1CN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)CCO1";"IC50";"'='";"214.0";"nM";"6.67";"";"334508";"UO_0000065";"19.09";"0.35";"4.32";"7.66";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3934716";"";"None";"386.42";"0";"3.37";"BDBM185579";"Cc1cc(C2CN(c3ncnc4[nH]cc(-c5cccc(C#N)c5)c34)CCO2)on1";"IC50";"'='";"64.7";"nM";"7.19";"";"334513";"UO_0000065";"18.60";"0.34";"3.82";"6.92";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3913617";"";"None";"347.42";"0";"3.74";"BDBM185422";"COc1ccc(C#N)cc1-c1c[nH]c2ncnc(N3CCC[C@H](C)C3)c12";"IC50";"'='";"51.0";"nM";"7.29";"";"334597";"UO_0000065";"20.99";"0.38";"3.55";"9.37";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3933433";"";"None";"328.38";"0";"3.38";"BDBM185378";"[C-]#[N+]C1CCCN(c2ncnc3[nH]cc(-c4cccc(C#N)c4)c23)C1";"IC50";"'='";"57.0";"nM";"7.24";"";"334340";"UO_0000065";"22.06";"0.40";"3.86";"9.93";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3890755";"";"None";"301.31";"0";"2.96";"BDBM185491";"N#Cc1cccc(-c2c[nH]c3ncnc(Nc4cn[nH]c4)c23)c1";"IC50";"'='";"36.0";"nM";"7.44";"";"334675";"UO_0000065";"24.70";"0.44";"4.48";"7.02";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3983178";"";"None";"312.33";"0";"1.26";"BDBM185497";"COc1cncc(-c2c[nH]c3ncnc(N4CCOCC4)c23)n1";"IC50";"'='";"37.0";"nM";"7.43";"";"334682";"UO_0000065";"23.79";"0.44";"6.17";"8.35";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3981043";"";"None";"321.34";"0";"1.50";"BDBM185553";"c1cnn2c(-c3c[nH]c4ncnc(N5CCOCC5)c34)cnc2c1";"IC50";"'='";"6.26";"nM";"8.20";"";"334523";"UO_0000065";"25.53";"0.47";"6.70";"9.74";"0";"CHEMBL3887345";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3891128";"";"None";"347.42";"0";"3.10";"BDBM185406";"C[C@H]1CCCN(c2ncnc3[nH]cc(-c4ccc5c(c4)CNC5=O)c23)C1";"IC50";"'='";"33.0";"nM";"7.48";"";"334581";"UO_0000065";"21.53";"0.39";"4.38";"10.12";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3893477";"";"None";"307.40";"0";"3.56";"BDBM185408";"Cc1cncc(-c2c[nH]c3ncnc(N4CCC[C@H](C)C4)c23)c1";"IC50";"'='";"19.0";"nM";"7.72";"";"334583";"UO_0000065";"25.12";"0.46";"4.16";"13.38";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3904634";"";"None";"249.28";"0";"2.54";"BDBM185420";"CNc1ncnc2[nH]cc(-c3cccc(C#N)c3)c12";"IC50";"'='";"97.0";"nM";"7.01";"";"334595";"UO_0000065";"28.13";"0.50";"4.47";"9.06";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
"CHEMBL3393347";"";"None";"291.36";"0";"3.34";"BDBM50059348";"CCN(CC)c1ncnc2[nH]cc(-c3cccc(C#N)c3)c12";"IC50";"'='";"119.0";"nM";"6.92";"";"334604";"UO_0000065";"23.77";"0.43";"3.58";"10.09";"0";"CHEMBL3887346";"Lantha Screen Technology Assay: LRRK2 kinase activity was measured using Lantha Screen technology from Invitrogen. GST-tagged truncated LRRK2 from Invitrogen (Cat # PV4874) was incubated with a fluorescein-labeled peptide substrate based upon ezrin/radixin/moesin (ERM), also known as LRRKtide (Invitrogen cat #PR8976A), in the presence of a dose response of compound. Upon completion, the assay was stopped and detected with a terbium labeled anti-phospho-ERM antibody (Invitrogen, cat #PR8975A). The assay was carried out under the following protocol: 3 uL of a working solution of substrate (233 nM LRRKtide, 117 uM ATP) prepared in assay buffer (50 mM HEEPES, pH 7.5, 3 mM MgCl2, with 2 mM DTT and 0.01% Brij35 added fresh) was added to a low volume Greiner 384-well plate. The compound dose response was prepared by diluting compound to a top concentration of 3.16 mM in 100% DMSO and serial diluted by half-log in DMSO 11 times. Aliquots (3.5 uL) of the 100% DMSO dose response were mixed with 46.5 uL water.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL1075104";"Leucine-rich repeat serine/threonine-protein kinase 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886286";"37";"BindingDB Database";"";"2015";"None";"";"";""
